Step,Config,Temperature,Candidate_Value,Accepted_Value,Best_Value
0,0.1_1|0.1_2|0.2_0|0.3_1|0.3_4|0.5_2|0.6_1|1.1_0|1.7_1|1.7_2|4.0_0|4.11a_3|4.1_1|4.2_1|4.2_3|4.3_1|4.3_2|4.4_0,14532.039861214764,66,66,66
1,0.1_2|0.3_1|0.3_3|0.3_4|0.4_0|0.5_1|0.5_2|0.5_4|0.6_1|1.0_0|1.13_0|1.6_0|4.11a_1|4.11a_2|4.13_0|4.1_1|4.2_2|4.2_3|4.3_2|4.3a_0,9130.140579526607,9,9,9
2,0.1_1|0.1_2|0.3_3|0.3_4|0.4_0|0.5_2|0.5_4|1.11_2|1.13_0|1.7_1|1.7_2|1.9_0|4.11_0|4.11a_1|4.11b_2|4.13_0|4.1_2|4.2_1|4.3_2|4.4_0,7226.523608971942,96,96,9
3,0.1_2|0.2_0|0.3_3|0.4_0|0.5_2|0.5_3|0.6_1|1.0_0|1.11_1|1.13_0|1.14_0|1.1_0|1.9_0|4.0_0|4.11_0|4.11a_1|4.11a_2|4.11a_3|4.11b_1|4.2_1|4.2_3|4.3_2|4.3a_0,6221.087845095944,9,9,9
4,0.1_2|0.3_1|0.3_2|0.4_0|0.5_1|0.5_3|0.5_4|1.12_0|1.14_0|1.15_0|1.1_0|1.7_1|1.8_0|1.9_0|4.11_0|4.11a_1|4.11a_2|4.11a_3|4.11b_1|4.11b_2|4.13_0|4.1_1|4.2_1|4.2_3|4.3a_0|4.4_0,5586.306895979085,93,93,9
5,0.2_0|0.3_2|0.4_0|0.5_1|0.5_2|1.11_1|1.14_0|1.15_0|1.7_1|1.7_2|1.8_0|1.9_0|4.0_0|4.11_0|4.13_0|4.1_1|4.1_2|4.2_2|4.2_3|4.3_2,5142.761632601445,177,177,9
6,0.1_2|0.2_0|0.3_1|0.3_3|0.3_4|0.4_0|0.5_2|0.6_1|1.0_0|1.11_2|1.1_0|1.7_1|1.9_0|4.0_0|4.11_0|4.11a_3|4.2_1|4.2_2|4.2_3|4.3a_0|4.4_0,4811.877809074348,15,15,9
7,0.1_1|0.2_0|0.5_2|0.5_3|0.5_4|1.0_0|1.11_1|1.12_0|1.13_0|1.15_0|1.6_0|1.7_1|1.8_0|1.9_0|4.11_0|4.11a_1|4.11a_3|4.2_2|4.3a_0|4.4_0,4553.500065766316,66,66,9
8,0.1_1|0.3_3|0.4_0|0.5_3|1.11_1|1.11_2|1.12_0|1.13_0|1.7_2|1.8_0|1.9_0|4.11_0|4.11b_1|4.11b_2|4.1_2|4.3_1|4.3_2|4.3a_0,4344.832699996804,182,182,9
9,0.1_1|0.1_2|0.3_2|0.5_1|0.6_1|1.13_0|1.7_1|1.8_0|1.9_0|4.0_0|4.11a_3|4.11b_1|4.11b_2|4.2_1|4.2_2|4.4_0,4171.906288208904,107,107,9
10,0.1_1|0.1_2|0.3_3|0.3_4|0.4_0|0.5_1|1.13_0|1.14_0|1.1_0|1.7_1|1.7_2|4.11_0|4.11a_1|4.11a_3|4.11b_2|4.3_2|4.3a_0,4025.6466394652425,166,166,9
11,0.1_2|0.2_0|0.3_1|0.3_2|0.3_4|0.5_2|0.5_4|0.6_1|1.0_0|1.11_1|1.12_0|1.14_0|1.15_0|1.1_0|1.9_0|4.0_0|4.11a_1|4.11a_2|4.11a_3|4.11b_1|4.1_1|4.1_2|4.2_1|4.2_2|4.3a_0,3899.8824810732162,24,24,9
12,0.1_2|0.3_1|0.3_2|0.4_0|0.5_1|0.5_2|0.5_3|0.6_1|1.12_0|1.13_0|1.14_0|1.15_0|1.6_0|1.7_1|4.0_0|4.11_0|4.11a_2|4.1_2|4.2_3|4.3_1|4.3_2,3790.2580524849213,29,29,9
13,0.1_1|0.1_2|0.2_0|0.3_1|0.3_4|0.5_1|0.5_2|0.5_3|0.6_1|1.11_2|1.13_0|1.14_0|1.15_0|1.1_0|1.6_0|1.8_0|4.11_0|4.11a_1|4.11b_1|4.13_0,3693.6033236423596,43,43,9
14,0.3_2|0.3_4|0.4_0|0.5_2|0.5_3|0.5_4|0.6_1|1.11_1|1.12_0|1.13_0|1.15_0|1.1_0|1.7_2|1.9_0|4.11_0|4.11a_1|4.11a_2|4.11b_1|4.13_0|4.1_1|4.1_2|4.4_0,3607.5510745910537,16,16,9
