2022-06-18 16:12:38,102 - INFO - ***********************************************************
2022-06-18 16:12:38,103 - INFO - *** MCMC Helper                                         ***
2022-06-18 16:12:38,104 - INFO - *** Algoritmos de Monte Carlo e Cadeias de Markov 2022/1***
2022-06-18 16:12:38,104 - INFO - *** Aluno: Victor de Almeida Xavier                     ***
2022-06-18 16:12:38,104 - INFO - ***********************************************************
2022-06-18 16:12:38,105 - INFO - *** Simulação de Otimização Combinatória                ***
2022-06-18 16:12:38,105 - INFO - ***********************************************************
2022-06-18 16:12:38,105 - INFO - [INIT]Module:Experiment
2022-06-18 16:12:38,106 - INFO - Experimentos de Simulação de Otimização Combinatória: Clustering
2022-06-18 16:12:38,107 - INFO - Arquivo de Entrada:./input/debug.csv
2022-06-18 16:12:38,107 - INFO - Estratégia de Resfriamento:linear
2022-06-18 16:12:38,107 - INFO - Número de passos:10000
2022-06-18 16:12:38,107 - INFO - Número de execuções:10
2022-06-18 16:12:38,108 - INFO - Plotar resultados? False
2022-06-18 16:12:41,358 - INFO - [./input/debug.csv]load_samples:815
2022-06-18 16:12:41,405 - INFO - [814]do_normalize_samples:814
2022-06-18 16:12:41,406 - DEBUG - Working with 43 features.
2022-06-18 16:12:41,407 - DEBUG - [43]vector:v([1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0])
2022-06-18 16:12:41,422 - DEBUG - [43]vector:v([0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1])
2022-06-18 16:12:41,437 - DEBUG - [43]vector:v([1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1])
2022-06-18 16:12:41,452 - DEBUG - [43]vector:v([0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0])
2022-06-18 16:12:41,466 - DEBUG - [43]vector:v([1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0])
2022-06-18 16:12:41,479 - DEBUG - [43]vector:v([0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0])
2022-06-18 16:12:41,493 - DEBUG - [43]vector:v([1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0])
2022-06-18 16:12:41,507 - DEBUG - [43]vector:v([0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1])
2022-06-18 16:12:41,521 - DEBUG - [43]vector:v([0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0])
2022-06-18 16:12:41,535 - DEBUG - [43]vector:v([1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1])
