2022-05-24 06:50:01,233 - INFO - ***********************************************************
2022-05-24 06:50:01,234 - INFO - *** MCMC Helper                                         ***
2022-05-24 06:50:01,234 - INFO - *** Algoritmos de Monte Carlo e Cadeias de Markov 2022/1***
2022-05-24 06:50:01,234 - INFO - *** Aluno: Victor de Almeida Xavier                     ***
2022-05-24 06:50:01,234 - INFO - ***********************************************************
2022-05-24 06:50:01,234 - INFO - *** Terceira Lista de Exercícios                        ***
2022-05-24 06:50:01,235 - INFO - ***********************************************************
2022-05-24 06:50:01,235 - INFO - [INIT]Module:Experiment
2022-05-24 06:50:01,236 - INFO - Experimentos da Questão 4
2022-05-24 06:50:03,929 - INFO - Item:pi_t
2022-05-24 06:50:03,929 - INFO - Probabilidade (p):all
2022-05-24 06:50:03,929 - INFO - Número de passos:100
2022-05-24 06:50:03,930 - INFO - Número de execuções:1000
2022-05-24 06:50:03,930 - INFO - Plotar resultados? True
2022-05-24 06:50:03,930 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 06:50:03,930 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,931 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,931 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,931 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 06:50:03,931 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,932 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,932 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,932 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,933 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,933 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 06:50:03,933 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 06:50:03,933 - INFO - [[2, 1]]get_latice2D_transition:[2, 2]
2022-05-24 06:50:03,934 - INFO - [[2, 2]]get_latice2D_transition:[2, 3]
2022-05-24 06:50:03,934 - INFO - [[2, 3]]get_latice2D_transition:[2, 4]
2022-05-24 06:50:03,934 - INFO - [[2, 4]]get_latice2D_transition:[3, 4]
2022-05-24 06:50:03,934 - INFO - [[3, 4]]get_latice2D_transition:[2, 4]
2022-05-24 06:50:03,935 - INFO - [[2, 4]]get_latice2D_transition:[2, 3]
2022-05-24 06:50:03,935 - INFO - [[2, 3]]get_latice2D_transition:[1, 3]
2022-05-24 06:50:03,935 - INFO - [[1, 3]]get_latice2D_transition:[2, 3]
2022-05-24 06:50:03,935 - INFO - [[2, 3]]get_latice2D_transition:[3, 3]
2022-05-24 06:50:03,936 - INFO - [[3, 3]]get_latice2D_transition:[3, 4]
2022-05-24 06:50:03,936 - INFO - [[3, 4]]get_latice2D_transition:[4, 4]
2022-05-24 06:50:03,936 - INFO - [[4, 4]]get_latice2D_transition:[4, 3]
2022-05-24 06:50:03,936 - INFO - [[4, 3]]get_latice2D_transition:[4, 2]
2022-05-24 06:50:03,936 - INFO - [[4, 2]]get_latice2D_transition:[4, 3]
2022-05-24 06:50:03,937 - INFO - [[4, 3]]get_latice2D_transition:[4, 4]
2022-05-24 06:50:03,937 - INFO - [[4, 4]]get_latice2D_transition:[4, 5]
2022-05-24 06:50:03,937 - INFO - [[4, 5]]get_latice2D_transition:[4, 4]
2022-05-24 06:50:03,937 - INFO - [[4, 4]]get_latice2D_transition:[3, 4]
2022-05-24 06:50:03,937 - INFO - [[3, 4]]get_latice2D_transition:[3, 3]
2022-05-24 06:50:03,937 - INFO - [[3, 3]]get_latice2D_transition:[2, 3]
2022-05-24 06:50:03,938 - INFO - [[2, 3]]get_latice2D_transition:[2, 2]
2022-05-24 06:50:03,938 - INFO - [[2, 2]]get_latice2D_transition:[2, 1]
