2022-05-24 07:26:32,643 - INFO - ***********************************************************
2022-05-24 07:26:32,644 - INFO - *** MCMC Helper                                         ***
2022-05-24 07:26:32,644 - INFO - *** Algoritmos de Monte Carlo e Cadeias de Markov 2022/1***
2022-05-24 07:26:32,645 - INFO - *** Aluno: Victor de Almeida Xavier                     ***
2022-05-24 07:26:32,645 - INFO - ***********************************************************
2022-05-24 07:26:32,645 - INFO - *** Terceira Lista de Exercícios                        ***
2022-05-24 07:26:32,645 - INFO - ***********************************************************
2022-05-24 07:26:32,645 - INFO - [INIT]Module:Experiment
2022-05-24 07:26:32,646 - INFO - Experimentos da Questão 4
2022-05-24 07:26:34,751 - INFO - Item:dM_t
2022-05-24 07:26:34,751 - INFO - Probabilidade (p):all
2022-05-24 07:26:34,751 - INFO - Número de passos:1000
2022-05-24 07:26:34,751 - INFO - Número de execuções:1
2022-05-24 07:26:34,752 - INFO - Plotar resultados? True
2022-05-24 07:26:34,752 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,753 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,753 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,753 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,753 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,754 - INFO - [[2, 1]]get_latice2D_transition:[3, 1]
2022-05-24 07:26:34,754 - INFO - [[3, 1]]get_latice2D_transition:[3, 1]
2022-05-24 07:26:34,754 - INFO - [[3, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,755 - INFO - [[2, 1]]get_latice2D_transition:[2, 2]
2022-05-24 07:26:34,755 - INFO - [[2, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,755 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,755 - INFO - [[1, 2]]get_latice2D_transition:[1, 3]
2022-05-24 07:26:34,755 - INFO - [[1, 3]]get_latice2D_transition:[1, 3]
2022-05-24 07:26:34,756 - INFO - [[1, 3]]get_latice2D_transition:[2, 3]
2022-05-24 07:26:34,756 - INFO - [[2, 3]]get_latice2D_transition:[3, 3]
2022-05-24 07:26:34,756 - INFO - [[3, 3]]get_latice2D_transition:[3, 2]
2022-05-24 07:26:34,756 - INFO - [[3, 2]]get_latice2D_transition:[3, 1]
2022-05-24 07:26:34,757 - INFO - [[3, 1]]get_latice2D_transition:[3, 2]
2022-05-24 07:26:34,757 - INFO - [[3, 2]]get_latice2D_transition:[4, 2]
2022-05-24 07:26:34,757 - INFO - [[4, 2]]get_latice2D_transition:[5, 2]
2022-05-24 07:26:34,757 - INFO - [[5, 2]]get_latice2D_transition:[5, 1]
2022-05-24 07:26:34,758 - INFO - [[5, 1]]get_latice2D_transition:[4, 1]
2022-05-24 07:26:34,758 - INFO - [[4, 1]]get_latice2D_transition:[4, 1]
2022-05-24 07:26:34,758 - INFO - [[4, 1]]get_latice2D_transition:[4, 2]
2022-05-24 07:26:34,758 - INFO - [[4, 2]]get_latice2D_transition:[4, 3]
2022-05-24 07:26:34,759 - INFO - [[4, 3]]get_latice2D_transition:[4, 4]
2022-05-24 07:26:34,759 - INFO - [[4, 4]]get_latice2D_transition:[4, 5]
2022-05-24 07:26:34,759 - INFO - [[4, 5]]get_latice2D_transition:[4, 4]
2022-05-24 07:26:34,759 - INFO - [[4, 4]]get_latice2D_transition:[4, 3]
2022-05-24 07:26:34,760 - INFO - [[4, 3]]get_latice2D_transition:[4, 2]
2022-05-24 07:26:34,760 - INFO - [[4, 2]]get_latice2D_transition:[3, 2]
2022-05-24 07:26:34,760 - INFO - [[3, 2]]get_latice2D_transition:[4, 2]
2022-05-24 07:26:34,760 - INFO - [[4, 2]]get_latice2D_transition:[4, 1]
2022-05-24 07:26:34,761 - INFO - [[4, 1]]get_latice2D_transition:[4, 2]
2022-05-24 07:26:34,761 - INFO - [[4, 2]]get_latice2D_transition:[4, 1]
2022-05-24 07:26:34,761 - INFO - [[4, 1]]get_latice2D_transition:[4, 1]
2022-05-24 07:26:34,761 - INFO - [[4, 1]]get_latice2D_transition:[5, 1]
2022-05-24 07:26:34,761 - INFO - [[5, 1]]get_latice2D_transition:[5, 1]
2022-05-24 07:26:34,762 - INFO - [[5, 1]]get_latice2D_transition:[4, 1]
2022-05-24 07:26:34,762 - INFO - [[4, 1]]get_latice2D_transition:[5, 1]
2022-05-24 07:26:34,762 - INFO - [[5, 1]]get_latice2D_transition:[4, 1]
2022-05-24 07:26:34,763 - INFO - [[4, 1]]get_latice2D_transition:[3, 1]
2022-05-24 07:26:34,763 - INFO - [[3, 1]]get_latice2D_transition:[3, 2]
2022-05-24 07:26:34,763 - INFO - [[3, 2]]get_latice2D_transition:[3, 3]
2022-05-24 07:26:34,764 - INFO - [[3, 3]]get_latice2D_transition:[2, 3]
2022-05-24 07:26:34,764 - INFO - [[2, 3]]get_latice2D_transition:[2, 2]
2022-05-24 07:26:34,764 - INFO - [[2, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,765 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,765 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,765 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,765 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,766 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,766 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,766 - INFO - [[2, 1]]get_latice2D_transition:[3, 1]
2022-05-24 07:26:34,766 - INFO - [[3, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,767 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,767 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,767 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,767 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,768 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,768 - INFO - [[1, 2]]get_latice2D_transition:[2, 2]
2022-05-24 07:26:34,768 - INFO - [[2, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,768 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,769 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,769 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,769 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,769 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,770 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,770 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,770 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,770 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,771 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,771 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,771 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,771 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,772 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,772 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,772 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,772 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,773 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,773 - INFO - [[1, 2]]get_latice2D_transition:[1, 3]
2022-05-24 07:26:34,773 - INFO - [[1, 3]]get_latice2D_transition:[2, 3]
2022-05-24 07:26:34,773 - INFO - [[2, 3]]get_latice2D_transition:[2, 2]
2022-05-24 07:26:34,774 - INFO - [[2, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,774 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,774 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,774 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,775 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,775 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,775 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,775 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,776 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,776 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,776 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,776 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,776 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,777 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,777 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,777 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,777 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,777 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,777 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,778 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,778 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,778 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,778 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,779 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,779 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,779 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,780 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,780 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,780 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,780 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,781 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,781 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,781 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,782 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,782 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,782 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,782 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,783 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,783 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,783 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,783 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,784 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,784 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,784 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,784 - INFO - [[1, 2]]get_latice2D_transition:[2, 2]
2022-05-24 07:26:34,785 - INFO - [[2, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,785 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,785 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,786 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,786 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,786 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,786 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,787 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,787 - INFO - [[1, 2]]get_latice2D_transition:[1, 3]
2022-05-24 07:26:34,787 - INFO - [[1, 3]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,787 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,788 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,788 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,788 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,788 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,789 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,789 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,789 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,789 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,790 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,790 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,790 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,790 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,791 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,791 - INFO - [[1, 2]]get_latice2D_transition:[2, 2]
2022-05-24 07:26:34,791 - INFO - [[2, 2]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,791 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,792 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,792 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,792 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,792 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,792 - INFO - [[1, 1]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,793 - INFO - [[1, 2]]get_latice2D_transition:[1, 2]
2022-05-24 07:26:34,793 - INFO - [[1, 2]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,793 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,793 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,793 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,793 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,794 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,794 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,794 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,794 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,794 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,794 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,794 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,795 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,795 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,795 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,795 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,796 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,796 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,796 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,796 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,797 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,797 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,797 - INFO - [[1, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,797 - INFO - [[2, 1]]get_latice2D_transition:[3, 1]
2022-05-24 07:26:34,797 - INFO - [[3, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,797 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,798 - INFO - [[2, 1]]get_latice2D_transition:[2, 1]
2022-05-24 07:26:34,798 - INFO - [[2, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,798 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,798 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,798 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,798 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,799 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,799 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,799 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,799 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,799 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,799 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
2022-05-24 07:26:34,800 - INFO - [[1, 1]]get_latice2D_transition:[1, 1]
