Step,Config,Temperature,Candidate_Value,Accepted_Value,Best_Value
0,0.1_2|0.3_1|0.3_4|0.5_1|0.5_3|1.0_0|1.11_1|1.12_0|1.13_0|1.1_0|1.6_0|1.7_1|1.9_0|4.11_0|4.11a_2|4.11a_3|4.11b_1|4.13_0|4.1_1|4.2_1|4.2_2|4.3_2,9999.05,137,137,137
1,0.1_1|0.1_2|0.2_0|0.3_2|0.3_4|0.5_1|0.5_2|0.5_3|1.11_1|1.11_2|1.12_0|1.14_0|1.15_0|1.1_0|1.7_1|1.7_2|4.11a_1|4.11a_3|4.13_0|4.2_2|4.2_3|4.3a_0|4.4_0,9998.1,84,84,84
2,0.1_1|0.2_0|0.3_1|0.3_2|0.3_4|0.4_0|0.6_1|1.14_0|1.15_0|1.7_1|1.9_0|4.0_0|4.11_0|4.11a_1|4.11a_2|4.11a_3|4.1_1|4.1_2|4.2_3|4.3_1,9997.15,293,293,84
3,0.1_1|0.3_1|0.3_3|0.3_4|0.5_1|0.5_2|1.12_0|1.13_0|1.14_0|1.15_0|1.7_1|1.8_0|4.0_0|4.11_0|4.11a_3|4.11b_2|4.13_0|4.1_1|4.2_1|4.2_2|4.2_3|4.3_2|4.3a_0|4.4_0,9996.2,45,45,45
4,0.1_1|0.1_2|0.2_0|0.3_3|0.5_1|0.5_2|0.5_4|1.0_0|1.11_1|1.12_0|1.13_0|1.1_0|1.7_2|1.9_0|4.11a_1|4.11a_2|4.11a_3|4.11b_1|4.11b_2|4.1_2|4.2_2|4.3_2|4.4_0,9995.25,14,14,14
5,0.1_2|0.2_0|0.3_1|0.5_1|0.5_2|0.5_4|1.11_1|1.12_0|1.14_0|1.15_0|1.6_0|1.7_1|1.8_0|4.11_0|4.11a_1|4.11a_2|4.11b_2|4.13_0|4.1_2|4.2_2|4.2_3|4.3_2|4.3a_0,9994.3,105,105,14
6,0.1_1|0.2_0|0.3_2|0.3_3|0.3_4|0.5_1|0.5_2|0.5_3|0.5_4|1.13_0|1.14_0|1.1_0|1.6_0|1.9_0|4.0_0|4.11_0|4.13_0|4.1_1|4.1_2|4.3a_0|4.4_0,9993.35,14,14,14
7,0.1_1|0.1_2|0.3_1|0.5_3|1.11_1|1.11_2|1.12_0|1.1_0|1.7_2|1.9_0|4.0_0|4.11a_2|4.11a_3|4.11b_2|4.2_2|4.3_1|4.3_2|4.3a_0,9992.4,248,248,14
8,0.1_2|0.2_0|0.3_1|0.3_2|0.3_3|0.3_4|0.5_2|1.0_0|1.14_0|1.15_0|4.11_0|4.11b_1|4.11b_2|4.13_0|4.1_2|4.2_1|4.3_2|4.3a_0|4.4_0,9991.45,125,125,14
9,0.1_1|0.1_2|0.2_0|0.3_4|0.5_2|0.5_3|0.5_4|1.11_1|1.11_2|1.14_0|1.15_0|1.1_0|1.7_1|4.0_0|4.11a_1|4.11a_3|4.11b_1|4.11b_2|4.2_1|4.2_2|4.3_2,9990.5,67,67,14
10,0.1_1|0.1_2|0.2_0|0.3_2|0.3_3|0.4_0|0.5_1|0.5_2|0.5_4|0.6_1|1.11_1|1.11_2|1.14_0|1.15_0|1.1_0|1.8_0|4.11a_1|4.11b_1|4.1_1|4.1_2|4.3_1|4.3a_0|4.4_0,9989.55,7,7,7
11,0.1_1|0.1_2|0.2_0|0.3_1|0.3_2|0.3_4|0.5_2|0.5_3|0.6_1|1.11_1|1.11_2|1.12_0|1.14_0|1.15_0|1.6_0|1.7_1|1.9_0|4.11a_3|4.11b_1|4.11b_2|4.13_0|4.2_2|4.3_2,9988.6,62,62,7
12,0.1_2|0.2_0|0.3_1|0.3_2|0.3_3|0.4_0|0.5_1|0.6_1|1.11_2|1.12_0|1.13_0|1.1_0|1.7_1|1.8_0|4.11_0|4.11a_1|4.11a_2|4.11b_1|4.13_0|4.1_2|4.2_3|4.3a_0|4.4_0,9987.65,36,36,7
13,0.1_1|0.2_0|0.3_2|0.5_1|0.5_4|1.0_0|1.11_2|1.13_0|1.14_0|1.15_0|1.1_0|1.6_0|1.9_0|4.0_0|4.11_0|4.11a_2|4.11b_2|4.13_0|4.1_2|4.2_3|4.3a_0,9986.7,57,57,7
14,0.1_1|0.1_2|0.3_3|0.3_4|0.5_4|0.6_1|1.11_1|1.13_0|1.1_0|1.7_1|1.7_2|1.8_0|4.11a_1|4.11a_3|4.13_0|4.1_1|4.1_2|4.3_2|4.4_0,9985.75,47,47,7
15,0.1_2|0.3_4|0.4_0|0.5_4|0.6_1|1.0_0|1.11_1|1.12_0|1.14_0|1.15_0|1.7_1|1.8_0|1.9_0|4.0_0|4.11a_1|4.11a_2|4.13_0|4.1_1|4.1_2|4.2_1|4.3a_0|4.4_0,9984.8,63,63,7
16,0.1_1|0.1_2|0.3_3|0.3_4|0.4_0|0.5_1|0.5_4|1.12_0|1.13_0|1.14_0|1.15_0|1.1_0|1.6_0|1.7_2|1.9_0|4.11_0|4.11b_1|4.11b_2|4.13_0|4.2_1|4.2_2|4.2_3|4.3_2|4.4_0,9983.85,44,44,7
17,0.3_4|0.5_1|0.5_2|0.5_4|0.6_1|1.11_2|1.13_0|1.15_0|1.1_0|1.6_0|1.7_1|1.7_2|1.9_0|4.0_0|4.11a_1|4.11a_2|4.11b_1|4.1_2|4.2_2|4.2_3|4.3_1|4.3a_0|4.4_0,9982.9,8,8,7
18,0.2_0|0.3_3|0.5_1|0.5_3|0.5_4|0.6_1|1.1_0|1.6_0|1.7_1|1.7_2|1.8_0|4.0_0|4.13_0|4.1_1|4.1_2|4.3_1|4.3_2|4.3a_0|4.4_0,9981.95,8,8,7
19,0.1_2|0.2_0|0.3_1|0.3_2|0.3_3|0.3_4|0.5_2|0.5_3|0.6_1|1.0_0|1.11_2|1.12_0|1.14_0|1.15_0|1.6_0|1.7_1|1.7_2|1.8_0|1.9_0|4.0_0|4.11b_1|4.11b_2|4.13_0|4.1_2|4.2_1|4.3_2|4.4_0,9981.0,10,10,7
20,0.1_1|0.1_2|0.2_0|0.4_0|0.5_1|0.5_3|0.5_4|1.0_0|1.13_0|1.14_0|1.15_0|1.1_0|4.0_0|4.11_0|4.11a_1|4.11a_2|4.2_1|4.2_2|4.2_3|4.3_1|4.3_2|4.3a_0,9980.05,47,47,7
