Step,Config,Temperature,Candidate_Value,Accepted_Value,Best_Value
0,0.1_1|0.3_1|0.3_3|0.3_4|0.6_1|1.0_0|1.11_1|1.11_2|1.1_0|4.11a_2|4.11b_2|4.13_0|4.1_2,6158.270776641571,156,156,156
1,0.1_1|0.3_4|0.4_0|0.5_3|1.0_0|1.11_1|1.11_2|1.12_0|1.15_0|1.8_0|1.9_0|4.0_0|4.11a_2|4.11b_2|4.1_1|4.2_3|4.3_2,5028.281418489414,336,336,156
2,0.1_1|0.2_0|0.3_2|0.3_4|0.5_3|0.5_4|0.6_1|1.0_0|1.11_2|1.12_0|1.13_0|1.14_0|1.15_0|1.7_1|1.9_0|4.0_0|4.11_0|4.11a_2|4.11a_3|4.1_1|4.2_1|4.2_2|4.2_3|4.3_1|4.3a_0,4449.061730126365,26,26,26
3,0.1_1|0.5_1|1.11_1|1.11_2|1.12_0|1.13_0|1.15_0|1.1_0|1.6_0|4.11_0|4.11a_1|4.11a_2|4.11a_3|4.11b_1|4.11b_2|4.13_0|4.3_2|4.3a_0|4.4_0,4084.1429487023024,207,207,26
4,0.1_1|0.3_1|0.3_3|0.3_4|0.5_1|0.5_2|0.6_1|1.12_0|1.1_0|1.7_2|1.8_0|4.11_0|4.11a_2|4.11b_2|4.1_2|4.2_1|4.2_2|4.2_3|4.3_1|4.4_0,3827.6288258820373,16,16,16
5,0.1_1|0.2_0|0.3_2|0.4_0|0.5_1|0.5_4|0.6_1|1.0_0|1.11_2|1.12_0|1.14_0|1.1_0|1.7_1|1.9_0|4.0_0|4.11_0|4.11a_1|4.11a_2|4.11b_1|4.13_0|4.1_2|4.2_2|4.2_3|4.3_2,3634.620163062334,15,15,15
6,0.1_1|0.1_2|0.3_1|0.3_2|0.3_4|0.4_0|0.5_1|0.5_4|1.0_0|1.11_1|1.11_2|1.12_0|1.1_0|1.6_0|1.7_2|1.8_0|1.9_0|4.0_0|4.11a_3|4.11b_2|4.2_1|4.2_3|4.3_2|4.3a_0,3482.503603691238,64,64,15
7,0.3_1|0.3_2|0.3_3|0.3_4|0.5_4|0.6_1|1.0_0|1.7_1|1.9_0|4.11_0|4.11a_1|4.11a_2|4.11a_3|4.11b_2|4.13_0|4.1_1|4.1_2|4.2_2|4.3_1|4.3_2|4.3a_0|4.4_0,3358.519859369465,43,43,15
8,0.2_0|0.3_1|0.3_3|0.3_4|0.5_2|0.5_3|0.5_4|0.6_1|1.13_0|1.14_0|1.15_0|1.1_0|1.6_0|1.7_1|1.8_0|1.9_0|4.11_0|4.11a_1|4.11a_3|4.11b_1|4.11b_2|4.13_0|4.1_2|4.2_2|4.3_1|4.3_2|4.3a_0|4.4_0,3254.8623095837847,7,7,7
9,0.1_1|0.2_0|0.3_3|0.4_0|0.5_1|0.5_3|0.5_4|0.6_1|1.11_2|1.12_0|1.15_0|1.7_1|1.7_2|1.9_0|4.0_0|4.11_0|4.11a_2|4.11b_1|4.11b_2|4.1_1|4.2_1|4.2_2|4.3a_0|4.4_0,3166.4550859927226,7,7,7
10,0.1_2|0.2_0|0.3_1|0.3_3|0.5_1|0.5_2|0.5_3|0.6_1|1.11_2|1.12_0|1.13_0|1.14_0|1.15_0|1.1_0|1.6_0|1.7_2|1.8_0|4.0_0|4.11_0|4.11a_1|4.11b_1|4.11b_2|4.13_0|4.1_2|4.2_1,3089.8376620734493,12,12,7
11,0.1_2|0.3_3|0.3_4|0.5_1|1.11_2|1.12_0|1.1_0|1.6_0|1.7_2|1.9_0|4.11_0|4.11a_2|4.11b_1|4.13_0|4.1_1|4.1_2|4.2_1|4.3a_0|4.4_0,3022.5593964250993,133,133,7
12,0.1_1|0.2_0|0.3_1|0.3_3|0.5_1|1.11_1|1.13_0|1.14_0|1.7_1|1.8_0|4.11_0|4.11a_1|4.11a_2|4.11a_3|4.11b_1|4.11b_2|4.13_0|4.2_2|4.3_2|4.3a_0|4.4_0,2962.8298799717386,164,164,7
13,0.1_1|0.2_0|0.3_1|0.3_4|0.5_2|0.5_4|0.6_1|1.11_1|1.8_0|1.9_0|4.11_0|4.11a_1|4.1_1|4.3_1|4.3_2,2909.306573560749,78,78,7
14,0.3_3|0.3_4|0.4_0|0.5_1|0.5_3|0.5_4|1.0_0|1.11_1|1.11_2|1.14_0|1.15_0|1.1_0|1.6_0|4.11a_2|4.11b_1|4.11b_2|4.2_1|4.2_2|4.3_1|4.3a_0|4.4_0,2860.9603182242695,28,28,7
15,0.1_1|0.3_2|0.3_4|0.4_0|0.5_1|0.5_2|0.6_1|1.11_1|1.11_2|1.12_0|1.14_0|1.15_0|1.1_0|1.6_0|1.8_0|4.0_0|4.11a_2|4.11b_1|4.13_0|4.1_2|4.3_2|4.3a_0,2816.9871006820485,26,26,7
16,0.1_1|0.1_2|0.2_0|0.3_1|0.3_4|0.4_0|0.5_1|0.5_2|0.5_3|0.6_1|1.11_1|1.11_2|1.13_0|1.6_0|1.7_2|1.9_0|4.0_0|4.11_0|4.11b_1|4.2_1|4.2_2|4.2_3|4.3a_0|4.4_0,2776.7483892459236,12,12,7
